Severity,Message,File,Line
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/file-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/file-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/file-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/file-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/file-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/file-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/ftp-folder.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/http.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/http.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/http.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/http.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/http.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/http.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/http.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/internet-resources.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/languages.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/languages.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/login.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/memory.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/metrics.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/metrics.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
MINOR,Use concise character class syntax '\d' instead of '[0-9]'.,juice-shop-scan:test/api/metrics.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/order-history.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/password.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/payment.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/privacy-request.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/privacy-request.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/privacy-request.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/privacy-request.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/privacy-request.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/privacy-request.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/privacy-request.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/privacy-request.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
MAJOR,Take the required action to fix the issue indicated by this comment.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product-review.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/product.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/profile-image-upload.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/promotion-video.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/promotion-video.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/promotion-video.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/promotion-video.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/promotion-video.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/promotion-video.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/quantity.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/recycle.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/recycle.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/recycle.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/recycle.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/recycle.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/recycle.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/redirect.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/repeat-notification.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/repeat-notification.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/repeat-notification.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/repeat-notification.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
MINOR,Prefer `.find(…)` over `.filter(…)[0]`.,juice-shop-scan:test/api/search.test.ts,
MINOR,Prefer `.find(…)` over `.filter(…)[0]`.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/search.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-answer.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-answer.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-answer.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-answer.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-answer.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-answer.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-answer.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-answer.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/security-question.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/socket.test.ts,
MINOR,Prefer `node:http` over `http`.,juice-shop-scan:test/api/socket.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/socket.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/socket.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/socket.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/track-result.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/track-result.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/track-result.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user-profile.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user-profile.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user-profile.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user-profile.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
BLOCKER,"Authorization" detected here; make sure this is not a hard-coded secret.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
CRITICAL,Remove this use of the "void" operator.,juice-shop-scan:test/api/user.test.ts,
